32|1|1.000000000
30|2|1.259921050
33|3|1.442249570
32|4|1.587401052
33|5|1.709975947
33|6|1.817120593
28|7|1.912931183
2|8|2.000000000
34|9|2.080083823
33|10|2.154434690
34|11|2.223980091
33|12|2.289428485
35|13|2.351334688
35|14|2.410142264
35|15|2.466212074
36|16|2.519842100
34|17|2.571281591
34|18|2.620741394
35|19|2.668401649
35|20|2.714417617
37|21|2.758924176
37|22|2.802039331
37|23|2.843866980
37|24|2.884499141
37|25|2.924017738
35|26|2.962496068
37|27|3.000000000
35|28|3.036588972
36|29|3.072316826
37|30|3.107232506
37|31|3.141380652
37|32|3.174802104
36|33|3.207534330
38|34|3.239611801
35|35|3.271066310
37|36|3.301927249
37|37|3.332221852
34|38|3.361975407
38|39|3.391211443
36|40|3.419951893
36|41|3.448217240
35|42|3.476026645
37|43|3.503398060
38|44|3.530348335
38|45|3.556893304
36|46|3.583047871
36|47|3.608826080
38|48|3.634241186
37|49|3.659305710
34|50|3.684031499
39|51|3.708429769
39|52|3.732511157
39|53|3.756285754
37|54|3.779763150
39|55|3.802952461
38|56|3.825862366
38|57|3.848501131
39|58|3.870876641
39|59|3.892996416
39|60|3.914867641
39|61|3.936497183
36|62|3.957891610
34|63|3.979057208
4|64|4.000000000
38|65|4.020725759
38|66|4.041240021
38|67|4.061548100
39|68|4.081655102
36|69|4.101565930
40|70|4.121285300
39|71|4.140817749
39|72|4.160167646
39|73|4.179339196
40|74|4.198336454
40|75|4.217163327
39|76|4.235823584
35|77|4.254320865
38|78|4.272658682
39|79|4.290840427
40|80|4.308869380
35|81|4.326748711
39|82|4.344481486
40|83|4.362070671
33|84|4.379519140
36|85|4.396829672
39|86|4.414004962
34|87|4.431047622
38|88|4.447960181
33|89|4.464745096
37|90|4.481404747
38|91|4.497941445
39|92|4.514357435
39|93|4.530654896
39|94|4.546835944
39|95|4.562902635
40|96|4.578856970
38|97|4.594700892
39|98|4.610436292
36|99|4.626065009
40|100|4.641588834
