0|1|1.000000000
5|2|1.259921050
6|3|1.442249570
6|4|1.587401052
7|5|1.709975947
4|6|1.817120593
4|7|1.912931183
5|8|2.000000000
5|9|2.080083823
5|10|2.154434690
5|11|2.223980091
6|12|2.289428485
6|13|2.351334688
6|14|2.410142264
6|15|2.466212074
6|16|2.519842100
6|17|2.571281591
6|18|2.620741394
6|19|2.668401649
6|20|2.714417617
7|21|2.758924176
7|22|2.802039331
7|23|2.843866980
7|24|2.884499141
7|25|2.924017738
7|26|2.962496068
7|27|3.000000000
7|28|3.036588972
7|29|3.072316826
7|30|3.107232506
7|31|3.141380652
7|32|3.174802104
7|33|3.207534330
7|34|3.239611801
7|35|3.271066310
8|36|3.301927249
8|37|3.332221852
8|38|3.361975407
8|39|3.391211443
8|40|3.419951893
8|41|3.448217240
8|42|3.476026645
8|43|3.503398060
8|44|3.530348335
8|45|3.556893304
8|46|3.583047871
8|47|3.608826080
8|48|3.634241186
8|49|3.659305710
8|50|3.684031499
8|51|3.708429769
8|52|3.732511157
8|53|3.756285754
8|54|3.779763150
8|55|3.802952461
8|56|3.825862366
8|57|3.848501131
8|58|3.870876641
8|59|3.892996416
8|60|3.914867641
8|61|3.936497183
8|62|3.957891610
8|63|3.979057208
8|64|4.000000000
9|65|4.020725759
9|66|4.041240021
9|67|4.061548100
9|68|4.081655102
9|69|4.101565930
9|70|4.121285300
9|71|4.140817749
9|72|4.160167646
9|73|4.179339196
9|74|4.198336454
9|75|4.217163327
9|76|4.235823584
9|77|4.254320865
9|78|4.272658682
9|79|4.290840427
9|80|4.308869380
9|81|4.326748711
9|82|4.344481486
9|83|4.362070671
9|84|4.379519140
9|85|4.396829672
9|86|4.414004962
9|87|4.431047622
9|88|4.447960181
9|89|4.464745096
9|90|4.481404747
9|91|4.497941445
9|92|4.514357435
9|93|4.530654896
9|94|4.546835944
9|95|4.562902635
9|96|4.578856970
9|97|4.594700892
9|98|4.610436292
9|99|4.626065009
9|100|4.641588834
