foo4
100000|4999950000|9.239847
200000|19999900000|37.021457
300000|44999850000|83.275094
400000|79999800000|148.906020
500000|124999750000|231.382815
600000|179999700000|332.524008
700000|244999650000|452.254852
800000|319999600000|592.554434
900000|404999550000|748.689779
1000000|499999500000|926.481102
